Signal Date,Symbol,Source Engine,Signal Type,Entry Price,1D %,5D %,20D %,Status
2026-06-22,EPACK,Deal Flow,BIG_BULK_BUY,252.66000366210938,-6.98,-8.3,-4.69,evaluated
2026-06-22,NOCIL,Deal Flow,BIG_BULK_BUY,190.82000732421875,-0.8,-4.33,-13.58,evaluated
2026-06-22,SUBROS,Deal Flow,BIG_BULK_BUY,856.0,0.69,-4.72,-5.95,evaluated
2026-06-22,RBA,Deal Flow,BIG_BULK_BUY,79.68000030517578,-1.05,0.14,-16.23,evaluated
2026-06-22,EMSLIMITED,Deal Flow,BIG_BULK_BUY,408.1499938964844,9.18,0.99,5.45,evaluated
2026-06-22,DENTA,Deal Flow,BIG_BULK_BUY,324.8999938964844,3.94,3.31,4.88,evaluated
2026-06-22,IGARASHI,Deal Flow,BIG_BULK_BUY,473.70001220703125,1.71,-3.12,-4.5,evaluated
2026-06-22,KSCL,Deal Flow,BIG_BULK_BUY,944.2000122070312,-1.44,-4.07,-10.5,evaluated
2026-06-22,NELCO,Deal Flow,BIG_BULK_BUY,925.1500244140625,-4.8,-3.88,-3.84,evaluated
2026-06-22,VISACHROME,Deal Flow,BIG_BULK_BUY,43.540000915527344,1.77,-6.11,-7.01,evaluated
2026-06-22,TFCILTD,Deal Flow,BIG_BULK_BUY,74.41000366210938,2.58,1.52,11.19,evaluated
2026-06-22,RHETAN,Deal Flow,BIG_BULK_BUY,27.639999389648438,-1.74,-4.67,3.04,evaluated
2026-06-22,ASIANTILES,Deal Flow,BIG_BULK_BUY,55.310001373291016,-1.54,0.54,-16.29,evaluated
2026-06-22,NIITLTD,Deal Flow,BIG_BULK_BUY,103.58000183105469,-3.32,-7.12,-4.86,evaluated
2026-06-22,KOTAKBANK,Institutional Flow,Strong,401.4569091796875,-0.12,-1.65,-4.83,evaluated
2026-06-22,BAJFINANCE,Institutional Flow,Strong,962.384033203125,-0.61,1.42,10.56,evaluated
2026-06-22,CHOLAFIN,Institutional Flow,Strong,1718.125244140625,0.41,3.21,3.72,evaluated
2026-06-22,DLF,Institutional Flow,Strong,627.5999755859375,-2.43,-2.05,6.53,evaluated
2026-06-22,GODREJPROP,Institutional Flow,Strong,1798.9000244140625,-0.51,1.73,17.78,evaluated
2026-06-22,PRESTIGE,Institutional Flow,Strong,1512.5,0.01,1.78,10.35,evaluated
2026-06-22,PHOENIXLTD,Institutional Flow,Strong,1871.0999755859375,-1.04,2.19,10.84,evaluated
2026-06-22,HDFCBANK,Institutional Flow,Strong,786.4000244140625,-1.49,1.59,-1.12,evaluated
2026-06-22,ICICIBANK,Institutional Flow,Strong,1352.4000244140625,-1.04,2.6,7.97,evaluated
2026-06-22,SBIN,Institutional Flow,Strong,1040.75,-1.59,-0.45,1.85,evaluated
2026-06-22,AXISBANK,Institutional Flow,Strong,1357.552978515625,0.36,-0.13,-7.48,evaluated
2026-06-22,BAJAJFINSV,Institutional Flow,Strong,1780.680419921875,-0.97,-1.28,4.54,evaluated
2026-06-22,SHRIRAMFIN,Institutional Flow,Strong,987.265380859375,0.05,4.01,4.88,evaluated
2026-06-22,OBEROIRLTY,Institutional Flow,Strong,1691.0999755859375,0.79,3.73,11.33,evaluated
2026-06-22,SBICARD,Institutional Flow,Strong,627.7999877929688,-3.28,-4.13,2.73,evaluated
2026-06-22,EICHERMOT,Institutional Flow,Improving,7639.5,-0.81,-2.79,-0.99,evaluated
2026-06-22,SUNPHARMA,Institutional Flow,Improving,1858.030517578125,0.27,0.64,5.29,evaluated
2026-06-22,CIPLA,Institutional Flow,Improving,1415.699951171875,1.23,2.71,1.83,evaluated
2026-06-22,DIVISLAB,Institutional Flow,Improving,6787.5,-0.6,-3.39,7.82,evaluated
2026-06-22,NESTLEIND,Institutional Flow,Improving,1395.1932373046875,-0.69,-1.04,3.66,evaluated
2026-06-22,LT,Institutional Flow,Improving,4201.2998046875,-0.52,-0.86,-8.63,evaluated
2026-06-22,SIEMENS,Institutional Flow,Improving,3767.800048828125,-2.17,-5.17,-2.37,evaluated
2026-06-22,BHEL,Institutional Flow,Improving,410.1768493652344,-2.83,0.55,1.79,evaluated
2026-06-22,CUMMINSIND,Institutional Flow,Improving,5716.5849609375,-0.49,-3.86,-3.68,evaluated
2026-06-22,HAL,Institutional Flow,Improving,4515.2001953125,-0.33,-3.82,-0.54,evaluated
2026-06-22,BDL,Institutional Flow,Improving,1406.699951171875,-1.14,-5.09,-10.6,evaluated
2026-06-22,GAIL,Institutional Flow,Improving,177.3000030517578,-1.95,-2.87,-2.42,evaluated
2026-06-22,MARUTI,Institutional Flow,Improving,13421.0,0.22,-0.07,0.69,evaluated
2026-06-22,BAJAJ-AUTO,Institutional Flow,Improving,10191.0,-1.63,-5.5,3.25,evaluated
2026-06-22,DRREDDY,Institutional Flow,Improving,1282.56640625,0.82,6.59,-4.64,evaluated
2026-06-22,LUPIN,Institutional Flow,Improving,2323.1552734375,0.76,2.96,6.69,evaluated
2026-06-22,HINDUNILVR,Institutional Flow,Improving,2162.89990234375,-0.13,-0.54,-1.07,evaluated
2026-06-22,ITC,Institutional Flow,Improving,291.25,-0.43,-0.19,-2.94,evaluated
